,name,category_code,tag_list,offices,zip_code,city,country_code,latitude,longitude
534,Cbondesign,consulting,"ethic, ethic-services, ethic-products, creativity-training, formation--lthique, accompagnement-rorientation-produit, rorientation-services, dveloppement-personnel, cration-de-sens, rponse-aux-besoins-humains","[{'zip_code': '93100', 'city': 'Montreuil', 'country_code': 'FRA', 'latitude': 48.8580774, 'longitude': 2.4316556}]",93100,Montreuil,FRA,48.8580774,2.4316556
535,ITCN Web Development,advertising,"development, programming, seo, marketing, web-design","[{'zip_code': '07960', 'city': 'Morristown', 'country_code': 'USA', 'latitude': 40.798178, 'longitude': -74.486759}]",07960,Morristown,USA,40.798178,-74.486759
536,PWG Design,web,"web-apps, custom-sites, standards-based","[{'zip_code': '98273', 'city': 'Mount Vernon', 'country_code': 'USA', 'latitude': 48.396978, 'longitude': -122.358748}]",98273,Mount Vernon,USA,48.396978,-122.358748
537,Wharton Website Design and Marketing,advertising,"internet-marketing, web-2-0, website-design","[{'zip_code': '72653', 'city': 'Mountain Home', 'country_code': 'USA', 'latitude': 36.338746, 'longitude': -92.363837}]",72653,Mountain Home,USA,36.338746,-92.363837
538,Carrier IQ,mobile,"wireless, network, network-architecture, distributed-antenna-system, network-design","[{'zip_code': '94041', 'city': 'Mountain View', 'country_code': 'USA', 'latitude': 37.3955775, 'longitude': -122.0833286}]",94041,Mountain View,USA,37.3955775,-122.0833286
539,NetLogic Microsystems,semiconductor,"memory, semiconductor, mobile-wireless-networks","[{'zip_code': '94043-1215', 'city': 'Mountain View', 'country_code': 'USA', 'latitude': 37.420408, 'longitude': -122.088466}]",94043-1215,Mountain View,USA,37.420408,-122.088466
540,Jasper Design Automation,software,,"[{'zip_code': '94041', 'city': 'Mountain View', 'country_code': 'USA', 'latitude': 37.393536, 'longitude': -122.076747}]",94041,Mountain View,USA,37.393536,-122.076747
541,Aurus IT Solutions,software,"website-design, website-development, mobile-application-development, custom-software-development","[{'zip_code': '400056', 'city': 'Mumbai', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",400056,Mumbai,IND,,
542,Dreams Media,consulting,"web-design-india, web-design-mumbai, web-hosting-mumbai, search-engine-optimization, seo, web-marketing","[{'zip_code': '401107', 'city': 'Mumbai', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",401107,Mumbai,IND,,
543,Five Online Web Solutions,advertising,"web-design, india, website-designing, web-design-services, web-designers","[{'zip_code': '400025', 'city': 'Mumbai', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",400025,Mumbai,IND,,
544,KIPL,mobile,"interactive-marketing, effective-web-design--content, web--wireless-services, mobile-content--value-added-services, kipl-net, indychai-com, mozomo-com, mozomo-mobi","[{'zip_code': '400021', 'city': 'Mumbai (Bombay)', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",400021,Mumbai (Bombay),IND,,
545,Digital Bloom,ecommerce,"art, gallery, design, wallpaper, visuals, frame, screen, vj","[{'zip_code': '81541', 'city': 'Munich', 'country_code': 'DEU', 'latitude': 48.1210729, 'longitude': 11.5853709}, {'zip_code': '10013', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.718177, 'longitude': -74.004602}]",10013,New York,USA,40.718177,-74.004602
546,Connect 4 Designs,enterprise,,"[{'zip_code': '', 'city': 'Murrieta', 'country_code': 'USA', 'latitude': 33.575099, 'longitude': -117.201499}]",,Murrieta,USA,33.575099,-117.201499
547,Relativity,consulting,"brand, advertising, graphic, design, environments, experiences, marketing, engagement, strategy, b2b, b2c, lifestyle","[{'zip_code': '02760', 'city': 'N. Attleboro', 'country_code': 'USA', 'latitude': 41.957177, 'longitude': -71.3607}]",02760,N. Attleboro,USA,41.957177,-71.3607
548,Aviary,mobile,"sdk, mobile, photos, filters, effects, design, saas, web-apps, cloud-computing","[{'zip_code': '10001', 'city': 'NY', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",10001,NY,USA,,
549,Geonet Enterprses,hardware,"networking, webdesign, vsat, it-consultancy, wireless, cabling, outsourcing, domain-registration, mail-hosting, data-recovery","[{'zip_code': '4214-00100', 'city': 'Nairobi', 'country_code': 'KEN', 'latitude': 0.097627, 'longitude': 35.500756}]",4214-00100,Nairobi,KEN,0.097627,35.500756
550,Meetweb,advertising,"web-design, web-site, cms, seo, sem, web-marketing, internet-marketing, ppc, roi, internet-advertising, web-application, e-commerce","[{'zip_code': '80121', 'city': 'Napoli', 'country_code': 'ITA', 'latitude': 40.838338, 'longitude': 14.235889}]",80121,Napoli,ITA,40.838338,14.235889
551,Sprout - Growing Ideas,other,"research, design, startup","[{'zip_code': '37212', 'city': 'Nashville', 'country_code': 'USA', 'latitude': 36.139428, 'longitude': -86.794246}]",37212,Nashville,USA,36.139428,-86.794246
552,Brady Mills Graphics,advertising,"interactive-marketing, email-marketing, email-design, website-design, inbound-marketing, seo, sem, search-engine-marketing","[{'zip_code': '37208', 'city': 'Nashville', 'country_code': 'USA', 'latitude': 36.1749152, 'longitude': -86.7889469}]",37208,Nashville,USA,36.1749152,-86.7889469
553,Generous Marketing,advertising,"online-media, web-site-design, email-marketing","[{'zip_code': '78130', 'city': 'New Braunfels', 'country_code': 'USA', 'latitude': 29.7256556, 'longitude': -98.0815325}]",78130,New Braunfels,USA,29.7256556,-98.0815325
554,HelpMeTy,hardware,"geek-squad, computer-repair, web-design, web-development","[{'zip_code': '55112', 'city': 'New Brighton', 'country_code': 'USA', 'latitude': 45.045772, 'longitude': -93.190885}]",55112,New Brighton,USA,45.045772,-93.190885
555,HelpMeTy,hardware,"geek-squad, computer-repair, web-design, web-development","[{'zip_code': '55112', 'city': 'New Brighton', 'country_code': 'USA', 'latitude': 45.045772, 'longitude': -93.190885}]",55112,New Brighton,USA,45.045772,-93.190885
556,Experiential Design Lab,other,"experience-design, experiential-design, experiential-marketing, design, interaction-design, user-experience, product-innovation, service-design, retail-design, event-design-","[{'zip_code': '110025', 'city': 'New Delhi', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",110025,New Delhi,IND,,
557,New Media Studio Planman Technologies,other,"digital-marketing-solution-india, website-design, search-engine-marketing-india, seo, sem-services","[{'zip_code': '110020', 'city': 'New Delhi', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",110020,New Delhi,IND,,
558,Serpslogic,other,"search-engine-optimization, search-engine-marketing, link-building, ppc-campaign-management, seo-design, seo-copywriting, seo-training, seo-consulting, social-media-optimization","[{'zip_code': '110067', 'city': 'New Delhi', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",110067,New Delhi,IND,,
559,Media Lantern,advertising,marketing-advertising-content-management-e-commerce-site-design-implementation,"[{'zip_code': '06320', 'city': 'New London', 'country_code': 'USA', 'latitude': 41.354796, 'longitude': -72.097348}]",06320,New London,USA,41.354796,-72.097348
560,Good Work Marketing And Design,advertising,"website-design, marketing-company, design-studio, graphic-design, internet-marketing","[{'zip_code': '70118', 'city': 'New Orleans', 'country_code': 'USA', 'latitude': 29.9208049, 'longitude': -90.0864572}]",70118,New Orleans,USA,29.9208049,-90.0864572
561,Gilt Groupe,fashion,"clothing, fashion, designer, apparel, luxury, travel, shopping, deals","[{'zip_code': '10016-5602', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.74727, 'longitude': -73.9800645}]",10016-5602,New York,USA,40.74727,-73.9800645
562,PixelCrayons,web,"web-design, web-site-development, xhtml-design, website-design-company, web-design-services, web-development-company","[{'zip_code': '10003', 'city': 'New York', 'country_code': 'USA', 'latitude': 28.682042, 'longitude': 77.087502}]",10003,New York,USA,28.682042,77.087502
563,New York Designs,network_hosting,"webdesign, webhosting","[{'zip_code': '11104', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.743264, 'longitude': -73.923427}]",11104,New York,USA,40.743264,-73.923427
564,StyleCard,web,"business-cards, personal-cards, facebook, myspace, graphic-design","[{'zip_code': '10014', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.738137, 'longitude': -74.0058}]",10014,New York,USA,40.738137,-74.0058
565,Fabian Rossano Studio,other,photography-design-web-site-design-printing-direct-mail,"[{'zip_code': '10014', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.740371, 'longitude': -74.004777}]",10014,New York,USA,40.740371,-74.004777
566,Squarespace,web,"software, web-design, website-creation-platform, cms, blog, content-management","[{'zip_code': '10013', 'city': 'New York', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",10013,New York,USA,,
567,Novalsys,software,"saas, software, technology, collaboration, community, internet, social-networking, web, web-design, education, college, university, school, student-life, alumni, student, clubs, organization, groups","[{'zip_code': '10003', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.7283696, 'longitude': -73.9923918}]",10003,New York,USA,40.7283696,-73.9923918
568,Eastmedia,mobile,"web, ruby, rails, application-development, product-development, geolocation, mobile, design, ux","[{'zip_code': '10018', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.752409, 'longitude': -73.988676}]",10018,New York,USA,40.752409,-73.988676
569,SoftFacade,consulting,"interaction-design, ux-design, ui-design, iphone-development, android-development, ipad-development, icon-design, video-production, mobile-apps","[{'zip_code': '10010', 'city': 'New York', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'zip_code': '199178', 'city': 'St. Petersburg', 'country_code': 'RUS', 'latitude': 59.9448495, 'longitude': 30.265156}]",199178,St. Petersburg,RUS,59.9448495,30.265156
570,Rhxo Technology Group,software,"software-development, web-applications, web-design","[{'zip_code': '10019', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.762897, 'longitude': -73.974714}]",10019,New York,USA,40.762897,-73.974714
571,MindSmack,games_video,"web-design, pixies, 3d, animation, mobile, applications, facebook, interactive, advertising, iphone, 3g, banner-ads, landing-pages, illustration, maya, after-effects, post-production, new-york-city, times-square, commercials, audio, sound-design","[{'zip_code': '10036', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.758492, 'longitude': -73.989987}]",10036,New York,USA,40.758492,-73.989987
572,Hirshorn Zuckerman Design Group,advertising,"interactive, advertising, branding, interactive-marketing, rockville, washington-dc, design, design-agency, website-design, marketing, interactive-design, maryland","[{'zip_code': '', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.756054, 'longitude': -73.986951}, {'zip_code': '', 'city': 'Rockville', 'country_code': 'USA', 'latitude': 39.083916, 'longitude': -77.156823}]",,Rockville,USA,39.083916,-77.156823
573,Banyan Branch,news,"social-media, consulting, twitter, facebook, monitoring, viral-design, viral","[{'zip_code': '98121', 'city': 'Seattle', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'zip_code': '10013', 'city': 'New York', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'zip_code': '90401', 'city': 'Santa Monica', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",90401,Santa Monica,USA,,
574,Covet Shop,ecommerce,"consignment, online-consignment, designer-consignment, consignment-shops","[{'zip_code': '10003', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.72874, 'longitude': -73.989324}]",10003,New York,USA,40.72874,-73.989324
575,Synesis IT,consulting,"ny-managed-services, sharepoint, it-support, server-migration, server-repair, network-design, security-audit, software-implementation, sharepoint-license-price, microsoft-office-2007-price, forefront-license-price, system-center-license-price, document-ma","[{'zip_code': '10001', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.748873, 'longitude': -73.987106}, {'zip_code': '10038', 'city': 'New York', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",10038,New York,USA,,
576,Ramp Up Tech,consulting,"technology-consulting, web, site, design, development, application, database-design, network-analysis, support, email-systems-implementation, ecommerce, integration, services, thin-client-services, remote-management, remote-access, email, compliance, arch","[{'zip_code': '10001', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.746514, 'longitude': -73.993035}]",10001,New York,USA,40.746514,-73.993035
577,Arc90,web,,"[{'zip_code': '10017', 'city': 'New York City', 'country_code': 'USA', 'latitude': 40.7534549, 'longitude': -73.9724886}]",10017,New York City,USA,40.7534549,-73.9724886
578,RiDE Group,consulting,"web-design, resume-builder, computer-repair, video-receipes, nightlife-events","[{'zip_code': '', 'city': 'Newark', 'country_code': 'USA', 'latitude': 39.677485, 'longitude': -75.753563}]",,Newark,USA,39.677485,-75.753563
579,Paden Noble Consulting,software,"social-media, social-media-analytics, brand-reputation-monitoring, custom-software, database-design, database, software, web-development, pharma, pharmaceutical, direct-to-patient, social-media-measurement, social-media-roi, radian6, hubspot","[{'zip_code': '07103', 'city': 'Newark', 'country_code': 'USA', 'latitude': 40.742416, 'longitude': -74.182118}]",07103,Newark,USA,40.742416,-74.182118
580,Peacockish,software,"web-design, web-design-agency, web, website, website-design, bespoke, cms, seo","[{'zip_code': 'NE1 5DW', 'city': 'Newcastle upon Tyne', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",NE1 5DW,Newcastle upon Tyne,GBR,,
581,Shriv Commedia Solutions Pvt Ltd,software,"web-development-india, website-design-company-india, website-development-india, custom-website-development, website-design--development-services, website-design-services-india, website-design-india, web-design-firm, web-development, web-solutions","[{'zip_code': '201301', 'city': 'Noida', 'country_code': 'IND', 'latitude': 28.5865869, 'longitude': 77.3360319}]",201301,Noida,IND,28.5865869,77.3360319
582,India Designers,advertising,"website-design-company, web-designers-india, indian-web-designers, web-design-company-india, web-development-company, web-design-firm, seo, search-engine-optimization-india, seo-company-india-","[{'zip_code': '', 'city': 'Noida (UP)', 'country_code': 'IND', 'latitude': 28.5846875, 'longitude': 77.3159296}]",,Noida (UP),IND,28.5846875,77.3159296
583,nodes,consulting,"network, operations, design, engineering, services","[{'zip_code': '73069', 'city': 'Norman', 'country_code': 'USA', 'latitude': 35.218428, 'longitude': -97.464788}]",73069,Norman,USA,35.218428,-97.464788
584,StudioEmotion,web,"full-service-creative-digital-agency, online-solutions, web-design, e-marketing, seo, social-media, digital-campaigns, banner-advertising, mobile-applications, flash-games","[{'zip_code': '2060', 'city': 'North Sydney', 'country_code': 'AUS', 'latitude': None, 'longitude': None}]",2060,North Sydney,AUS,,
585,Rockstar Memoirs,public_relations,"yearbook, printing, design, magazines","[{'zip_code': '2060', 'city': 'North Sydney', 'country_code': 'AUS', 'latitude': None, 'longitude': None}]",2060,North Sydney,AUS,,
586,Sysgen Media,network_hosting,"web-design, web-development, web-hosting, website-design, website-development, website-hosting, hosting, low-cost-websites, websites, blog-hosting, vps-hosting, technical-consulting, consulting","[{'zip_code': '11768', 'city': 'Northport', 'country_code': 'USA', 'latitude': 40.899937, 'longitude': -73.347807}]",11768,Northport,USA,40.899937,-73.347807
